id,Tweet,author,language,url,Fecha,
1.02600238472676E+018,"RT @CerCerhumano18: @lopezobrador_ todos los que por Usted votamos lo hicimos confiados en que cambiarán las cosas, sin embargo, entendemos…",sandycorrea94,,https://twitter.com/sandycorrea94/status/1026002384726761473,Sun Aug 05 07:10:05 +0000 2018,
1.02600246046745E+018,"RT @genialo18: @PabloHiriart @lopezobrador_ @JoseAMeadeK @tatclouthier @galvanochoa 
Lo importante es que ganó, esas ocurrencias tuyas sobr…",robgsi,,https://twitter.com/robgsi/status/1026002460467449856,Sun Aug 05 07:10:23 +0000 2018,
1.02600250678503E+018,@YouleeGuzman @lopezobrador_ ¿Diferencia? Esa empresa es del futuro coordinador de la oficina del presidente. No le disimulan ni tantito.,Cesar_Cantu,,https://twitter.com/Cesar_Cantu/status/1026002506785026048,Sun Aug 05 07:10:34 +0000 2018,
1.02600247340675E+018,"RT @TamaulipasI: #VIDEO Al carecer México de banca nacional, @AlfredoJalifeR_ afirma sería necesario para gobierno de @lopezobrador_ tener…",Estigiaed,,https://twitter.com/Estigiaed/status/1026002473406750720,Sun Aug 05 07:10:26 +0000 2018,
1.02600260439487E+018,"RT @buchinichi: @AlexMoreiraR @PabloHiriart @lopezobrador_ @JoseAMeadeK Hablaron de bajar la publicidad
no de suspenderla...

No permitamos…",AlexMoreiraR,,https://twitter.com/AlexMoreiraR/status/1026002604394868737,Sun Aug 05 07:10:57 +0000 2018,
1.02600260323317E+018,"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…",isagrol,,https://twitter.com/isagrol/status/1026002603233169413,Sun Aug 05 07:10:57 +0000 2018,
1.02600264448841E+018,RT @nellycarrasconr: El plan de Austeridad Republicana que propone el presidente electo Andrés Manuel @lopezobrador_ es un acto de justicia…,sandycorrea94,,https://twitter.com/sandycorrea94/status/1026002644488409088,Sun Aug 05 07:11:07 +0000 2018,
1.02600263706846E+018,Elección de  ⁦@lopezobrador_⁩  en México tendrá impacto en el mundo: ⁦@JohnMAckerman⁩  https://t.co/umY6bRmb2m,MorenaExterior_,,https://twitter.com/MorenaExterior_/status/1026002637068455937,Sun Aug 05 07:11:05 +0000 2018,
1.02600260941126E+018,RT @PdPagina: Legalmente no es presidente electo pero @lopezobrador_ se ha convertido en el virtual mandatario. Un gobierno paralelo que co…,Mandi1521,,https://twitter.com/Mandi1521/status/1026002609411256320,Sun Aug 05 07:10:58 +0000 2018,
1.02600265099355E+018,"RT @genialo18: @PabloHiriart @lopezobrador_ @JoseAMeadeK @tatclouthier @galvanochoa 
Lo importante es que ganó, esas ocurrencias tuyas sobr…",Kikertin,,https://twitter.com/Kikertin/status/1026002650993553409,Sun Aug 05 07:11:08 +0000 2018,
1.02600264557052E+018,RT @vampipe: Mensaje grabado desde el sótano de @lopezobrador_. https://t.co/hwmKO2FtYP,ferluc75,,https://twitter.com/ferluc75/status/1026002645570519040,Sun Aug 05 07:11:07 +0000 2018,
1.02600270863602E+018,"En resumen,ardillita sin bellota sobese la cola.
Al chile  su ya desgastado argumento: No le mamas la verga… https://t.co/Qq9fG4tn2x",LChevalierer,,https://twitter.com/LChevalierer/status/1026002708636020736,Sun Aug 05 07:11:22 +0000 2018,
1.0260026776276E+018,"RT @R3PORT3ANDO: Si @lopezobrador_ quiere iniciar con el pie derecho la #CuartaTransformación su principal objetivo, a partir del 1 de dici…",jairouribe2018,,https://twitter.com/jairouribe2018/status/1026002677627596800,Sun Aug 05 07:11:15 +0000 2018,
1.02600280083509E+018,"RT @lopezobrador_: Continuamos con el trabajo de campo para iniciar, desde el 1 de diciembre, el programa de siembra de un millón de hectár…",Kikertin,,https://twitter.com/Kikertin/status/1026002800835092480,Sun Aug 05 07:11:44 +0000 2018,
1.0260027916959E+018,@BigosRocker,robgsi,,https://twitter.com/robgsi/status/1026002791695896576,Sun Aug 05 07:11:42 +0000 2018,
1.02600281223522E+018,"RT @jorgesuarezv: Mensaje para @lopezobrador_ : preocúpate de pobreza, desarrollo económico, seguridad y Estado de derecho. De mi alma me o…",milenkoperez,,https://twitter.com/milenkoperez/status/1026002812235218944,Sun Aug 05 07:11:47 +0000 2018,
1.02600285488295E+018,RT @RodrigoGuillot: @AlfredoJalifeR_ @LVidegaray @EPN También se está tardando @lopezobrador_ en condenar el atentado contra la vida de @Ni…,gmorbetth,,https://twitter.com/gmorbetth/status/1026002854882947073,Sun Aug 05 07:11:57 +0000 2018,
1.02600285490811E+018,"@GabrielRafaelMM @gab_cab @logof781 @jgnaredo @LeonKrauze @lopezobrador_ MÉXICO ÉS INDÍGENA. MÉXICO es MEXICA, MESC… https://t.co/NCG1CO93gp",RsJurado1,,https://twitter.com/RsJurado1/status/1026002854908112896,Sun Aug 05 07:11:57 +0000 2018,
1.02600285218615E+018,"RT @edinakisa: Ojo, esa modalidad de ataque con drones al presidente venezolano nos deja tarea en México, Urge planteamiento al respecto en…",LuchaFanboy,,https://twitter.com/LuchaFanboy/status/1026002852186152960,Sun Aug 05 07:11:56 +0000 2018,
1.02600292101875E+018,@lopezobrador_  https://t.co/eZ5VAemr4D,Kikertin,,https://twitter.com/Kikertin/status/1026002921018744832,Sun Aug 05 07:12:13 +0000 2018,
1.02600290709377E+018,"RT @HectorAtarrabia: El pendejo histórico es el que gusta de que sus pendejadas queden registradas para la Historia...
😂😂😂😂😂😂😂😂😂😂😂 https://…",madriz_judith,,https://twitter.com/madriz_judith/status/1026002907093774339,Sun Aug 05 07:12:09 +0000 2018,
1.02600299553465E+018,"RT @jgnaredo: Dice @jorgeramosnews que @lopezobrador_ comienza a “traicionar” a sus votantes por haber nombrado a Bartlett en la CFE.

Duda…",OskarBA,,https://twitter.com/OskarBA/status/1026002995534651393,Sun Aug 05 07:12:31 +0000 2018,
1.02600297343502E+018,RT @jorgeramosnews: Mi columna sobre por qué el nombramiento de Bartlett es una traición para muchos votantes de ⁦@lopezobrador_⁩  y va con…,DClellland,,https://twitter.com/DClellland/status/1026002973435015168,Sun Aug 05 07:12:25 +0000 2018,
